PostingID,drug_cui
4190,C0257685
4191,C0257685
4192,C0257685
4193,C0257685
4194,C0257685
4195,C0257685
4196,C0257685
42,C0073992
42,C0117996
420,C0073992
420,C0117996
4204,C1506770
421,C0073992
421,C0117996
4217,C2607479
4219,C1723401
422,C0073992
422,C0117996
4220,C0005088
4220,C0055881
4221,C0754659
4222,C1948374
4223,C0064870
4223,C1948374
4224,C0117996
423,C0073992
423,C0117996
4238,C0070122
424,C0073992
424,C0117996
4241,C3709474
4242,C3709474
4243,C2935023
4243,C3709474
4244,C2935023
4244,C3709474
425,C0073992
425,C0117996
426,C0073992
426,C0117996
427,C0073992
427,C0117996
428,C0073992
428,C0117996
4286,C0281666
4287,C0002645
4287,C0055860
4288,C0002645
4288,C0055860
429,C0073992
429,C0117996
4295,C0754659
4296,C1948374
4296,C3644419
4297,C0073992
4297,C0117996
4298,C0073992
4298,C0117996
43,C0073992
43,C0117996
430,C0073992
430,C0117996
4302,C4519188
4303,C4519188
4304,C4519188
4305,C4519188
4306,C4519188
4307,C4519188
4308,C4519188
4315,C0064636
4316,C0064636
4317,C0064636
4322,C0070122
4323,C0070122
4329,C2935023
4329,C3709474
4330,C2935023
4331,C0216660
4332,C0216660
4372,C2983812
4373,C2983812
4374,C2983812
44,C0073992
44,C0117996
4408,C1948374
4408,C3709474
4409,C1948374
4409,C3709474
4410,C1948374
4410,C2935023
4410,C3709474
4411,C1948374
4411,C2935023
4411,C3709474
4412,C0117996
4431,C0298130
4432,C3709474
4433,C3709474
4436,C1506770
4437,C0771892
4438,C0771892
4439,C0771892
4478,C2983812
4479,C2983812
4494,C0717550
4495,C0020261
4495,C0527379
4496,C1948374
4496,C2935023
4497,C0073992
4497,C0117996
45,C0073992
45,C0117996
4514,C0969324
4517,C0530684
4520,C0903411
4553,C1722260
4556,C0649350
457,C0064636
4572,C1723401
4573,C1948374
4574,C1948374
4575,C1948374
4576,C1948374
4576,C2935023
4577,C0073992
4577,C0117996
4589,C0903411
4594,C1699926
4595,C1722260
4596,C0961209
4597,C0961209
46,C0073992
46,C0117996
4608,C3492889
4609,C3492889
4610,C3492889
4611,C3492889
4612,C3492889
4613,C3492889
4614,C3492889
4615,C3492889
4616,C3492889
4617,C2698764
4618,C2698764
4630,C0209738
4631,C2607479
4634,C1948374
4634,C2935023
4635,C1948374
4635,C2935023
4636,C1948374
4636,C2935023
4637,C0073992
4637,C0117996
4639,C0209738
4640,C0209738
4654,C0117996
4660,C4519188
4663,C0209738
4664,C0209738
4665,C0969324
4666,C0969324
4668,C0244821
4669,C0244821
4671,C0001927
4687,C1831796
4688,C0649350
4689,C0649350
47,C0073992
47,C0117996
4731,C0002645
4731,C0055860
4732,C0002645
4732,C0055860
4733,C0085208
4734,C0754659
4737,C0209738
4739,C2935023
4739,C3709474
474,C0530684
4740,C0216660
4749,C0649350
475,C0289313
4753,C0257685
476,C0289313
477,C0289313
4774,C0004057
4774,C0081876
4775,C0004057
4775,C0081876
4776,C2607479
4779,C4519188
478,C0289313
4782,C0073992
4782,C0117996
4783,C0073992
4783,C0117996
479,C0289313
4794,C0209738
4795,C0209738
4796,C0209738
4799,C0903411
48,C1099664
480,C0289313
4800,C3709474
481,C0289313
4810,C0025810
482,C0289313
4829,C1872109
483,C0289313
4831,C3492889
4832,C1698215
484,C0289313
485,C0289313
486,C0289313
487,C0289313
4876,C0754659
4878,C0969324
4879,C0289313
4880,C0289313
489,C0289313
4899,C1699926
49,C1099664
490,C0289313
4900,C1699926
4907,C2983812
4908,C0085149
4909,C0085149
491,C0289313
4913,C0073992
4913,C0117996
4918,C0064636
4919,C0070122
492,C0289313
4920,C0378482
4921,C0378482
4922,C0530684
4923,C0244821
494,C0289313
495,C0289313
4952,C0754659
4953,C0754659
4954,C0167117
4955,C1948374
4956,C1948374
4956,C2935023
4956,C3709474
4957,C0073992
4957,C0117996
496,C0289313
4968,C0030095
497,C0289313
498,C0289313
499,C0289313
4993,C0717550
4994,C0717550
4999,C0073992
50,C1099664
500,C0289313
5006,C3179547
501,C0289313
502,C0289313
5021,C2607479
5022,C0085208
5023,C0085208
5024,C0085208
5025,C0085208
5026,C0085208
5027,C0085208
5028,C0085208
5029,C0085208
503,C0289313
5030,C0085208
5036,C0969324
5037,C0249458
5038,C0249458
5039,C1667052
5040,C1667052
5047,C1698215
5048,C2608038
5049,C2608038
5050,C2608038
5051,C2986924
5052,C2986924
5053,C0213404
507,C0289313
508,C0289313
5088,C0005088
5088,C0055881
5089,C0085208
5090,C0085208
5092,C0754659
5093,C0754659
5094,C0754659
5095,C0754659
5096,C0754659
5097,C0754659
5098,C0257343
5098,C0754659
5099,C0257343
5099,C0754659
5100,C0257343
5100,C0754659
5101,C0257343
5101,C0754659
5103,C1948374
5104,C1948374
5104,C3709474
511,C0073992
512,C0073992
5122,C0073992
514,C0288792
520,C1948374
520,C2935023
521,C2935023
522,C2935023
523,C1948374
523,C2935023
524,C1948374
524,C2935023
525,C1948374
525,C2935023
526,C2935023
527,C1948374
527,C2935023
529,C0216660
53,C0064636
533,C0216660
534,C0216660
535,C0216660
536,C0216660
537,C0216660
538,C0216660
539,C0216660
54,C0064636
540,C0216660
541,C0216660
542,C0216660
543,C0216660
544,C0216660
545,C0216660
546,C0216660
547,C0216660
548,C0216660
55,C0064636
56,C0064636
74,C1532673
8,C0005088
8,C0055881
82,C0070122
9,C0005088
9,C0055881
